Identificacion,Tratamiento,Grupo,Grupo_Tratamiento,Identicacion Unica,Consumo Bal (gr) dia1,Consumo Bal (gr) dia2,Consumo Bal (gr) dia3,Consumo Bal (gr) dia4,Consumo Bal (gr) dia5,Consumo Bal (gr) dia6,Consumo Bal (gr) dia7,Consumo Bal (gr) dia8,Consumo Bal (gr) dia9,Consumo Bal (gr) dia10,Consumo Bal (gr) dia11,Consumo Bal (gr) dia12,Consumo Bal (gr) dia13,Consumo Bal (gr) dia14,Consumo Bal (gr) dia15,Consumo Bal (gr) dia16,Consumo Bal (gr) dia17,Consumo Bal (gr) dia18,Consumo Bal (gr) dia19,Consumo Bal (gr) dia20,Consumo Bal (gr) dia21,Consumo Bal (gr) dia22,Consumo Bal (gr) dia23,Consumo Bal (gr) dia24,Consumo Bal (gr) dia25,Consumo Bal (gr) dia26,Consumo Bal (gr) dia27,Consumo Bal (gr) dia28,Consumo Bal (gr) dia29,Consumo Bal (gr) dia30,Consumo Bal (gr) dia31,Consumo Bal (gr) dia32,Consumo Bal (gr) dia33,Consumo Bal (gr) dia34,Consumo Bal (gr) dia35,Consumo Bal (gr) dia36,Consumo Bal (gr) dia37,Consumo Bal (gr) dia38,Consumo Bal (gr) dia39,Consumo Bal (gr) dia40,Consumo Bal (gr) dia41,Consumo Bal (gr) dia42,Consumo Bal (gr) dia43,Consumo Bal (gr) dia44,Consumo Bal (gr) dia45,Consumo Bal (gr) dia46,Consumo EP (gr) dia 1,Consumo EP (gr) dia 2,Consumo EP (gr) dia 3,Consumo EP (gr) dia 4,Consumo EP (gr) dia 5,Consumo EP (gr) dia 6,Consumo EP (gr) dia 7,Consumo EP (gr) dia 8,Consumo EP (gr) dia 9,Consumo EP (gr) dia 10,Consumo EP (gr) dia 11,Consumo EP (gr) dia 12,Consumo EP (gr) dia 13,Consumo EP (gr) dia 14,Consumo EP (gr) dia 15,Consumo EP (gr) dia 16,Consumo EP (gr) dia 17,Consumo EP (gr) dia 18,Consumo EP (gr) dia 19,Consumo EP (gr) dia 20,Consumo EP (gr) dia 21,Consumo EP (gr) dia 22,Consumo EP (gr) dia 23,Consumo EP (gr) dia 24,Consumo EP (gr) dia 25,Consumo EP (gr) dia 26,Consumo EP (gr) dia 27,Consumo EP (gr) dia 28,Consumo EP (gr) dia 29,Consumo EP (gr) dia 30,Consumo EP (gr) dia 31,Consumo EP (gr) dia 32,Consumo EP (gr) dia 33,Consumo EP (gr) dia 34,Consumo EP (gr) dia 35,Consumo EP (gr) dia 36,Consumo EP (gr) dia 37,Consumo EP (gr) dia 38,Consumo EP (gr) dia 39,Consumo EP (gr) dia 40,Consumo EP (gr) dia 41,Consumo EP (gr) dia 42,Consumo EP (gr) dia 43,Consumo EP (gr) dia 44,Consumo EP (gr) dia 45,Consumo EP (gr) dia 46,Consumo Total (gr) dia1,Consumo Total (gr) dia2,Consumo Total (gr) dia3,Consumo Total (gr) dia4,Consumo Total (gr) dia5,Consumo Total (gr) dia6,Consumo Total (gr) dia7,Consumo Total (gr) dia8,Consumo Total (gr) dia9,Consumo Total (gr) dia10,Consumo Total (gr) dia11,Consumo Total (gr) dia12,Consumo Total (gr) dia13,Consumo Total (gr) dia14,Consumo Total (gr) dia15,Consumo Total (gr) dia16,Consumo Total (gr) dia17,Consumo Total (gr) dia18,Consumo Total (gr) dia19,Consumo Total (gr) dia20,Consumo Total (gr) dia21,Consumo Total (gr) dia22,Consumo Total (gr) dia23,Consumo Total (gr) dia24,Consumo Total (gr) dia25,Consumo Total (gr) dia26,Consumo Total (gr) dia27,Consumo Total (gr) dia28,Consumo Total (gr) dia29,Consumo Total (gr) dia30,Consumo Total (gr) dia31,Consumo Total (gr) dia32,Consumo Total (gr) dia33,Consumo Total (gr) dia34,Consumo Total (gr) dia35,Consumo Total (gr) dia36,Consumo Total (gr) dia37,Consumo Total (gr) dia38,Consumo Total (gr) dia39,Consumo Total (gr) dia40,Consumo Total (gr) dia41,Consumo Total (gr) dia42,Consumo Total (gr) dia43,Consumo Total (gr) dia44,Consumo Total (gr) dia45,Consumo Total (gr) dia46,Peso dia 1,Peso dia 8,Peso dia 15,Peso dia 22,Peso dia 29,Peso dia 36,Peso dia 43,Peso dia 46,Ganancia de Peso dia1-8,Ganancia de Peso dia9-15,Ganancia de Peso dia16-22,Ganancia de Peso dia23-29,Ganancia de Peso dia30-36,Ganancia de Peso dia37-43,Ganancia de Peso dia44-46,CA dia1-8,CA dia9-15,CA dia16-22,CA dia23-29,CA dia30-36,CA dia37-43,CA dia44-46,Ganancia de Peso Diaria dia1-8,Ganancia de Peso Diaria dia9-15,Ganancia de Peso Diaria dia16-22,Ganancia de Peso Diaria dia23-29,Ganancia de Peso Diaria dia30-36,Ganancia de Peso Diaria dia37-43,Ganancia de Peso Diaria dia44-46
31,T1,2,T12,31T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,35,208,463,893,1260,1840,2380,3080,173,255,430,367,580,540,700,1.165101156,1.591421569,1.602325581,2.665701635,2.143211207,2.743981481,0.961160714,24.71428571,36.42857143,61.42857143,52.42857143,82.85714286,77.14285714,233.3333333
32,T1,2,T12,32T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,38,203,495,985,1440,2140,3020,4140,165,292,490,455,700,880,1120,1.221590909,1.389768836,1.406122449,2.150137363,1.775803571,1.683806818,0.600725446,23.57142857,41.71428571,70,65,100,125.7142857,373.3333333
1,T2,1,T21,1T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,35,198,448,835,1400,2020,2620,2960,163,250,387,565,620,600,340,1.260803298,1.61031,1.674442829,1.625386062,1.868923387,2.269817708,1.873678309,23.28571429,35.71428571,55.28571429,80.71428571,88.57142857,85.71428571,113.3333333
2,T2,1,T21,2T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,42,195,430,852,1380,2120,2500,2740,153,235,422,528,740,380,240,1.343208742,1.713095745,1.535567239,1.739286222,1.56585473,3.583922697,2.654377604,21.85714286,33.57142857,60.28571429,75.42857143,105.7142857,54.28571429,80
3,T2,1,T21,3T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,45,190,474,940,1560,2400,3040,3380,145,284,466,620,840,640,340,1.41731681,1.417526408,1.390578058,1.481198589,1.379443452,2.127954102,1.873678309,20.71428571,40.57142857,66.57142857,88.57142857,120,91.42857143,113.3333333
4,T2,1,T21,4T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,43,214,540,1006,1520,2260,2880,3220,171,326,466,514,740,620,340,1.201818348,1.234900307,1.390578058,1.786659776,1.56585473,2.196597782,1.873678309,24.42857143,46.57142857,66.57142857,73.42857143,105.7142857,88.57142857,113.3333333
5,T2,1,T21,5T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,48,175,411,832,1960,2900,3640,3840,127,236,421,1128,940,740,200,1.618196358,1.705836864,1.539214667,0.814133976,1.232694149,1.840392736,3.185253125,18.14285714,33.71428571,60.14285714,161.1428571,134.2857143,105.7142857,66.66666667
6,T2,1,T21,6T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,44,200,545,1054,1580,2400,3380,3620,156,345,509,526,820,980,240,1.317377804,1.166891304,1.273102898,1.745899477,1.413088415,1.389684311,2.654377604,22.28571429,49.28571429,72.71428571,75.14285714,117.1428571,140,80
7,T2,1,T21,7T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,42,201,554,1091,1520,2240,2840,3060,159,353,537,429,720,600,220,1.292521619,1.140446176,1.206721369,2.140659965,1.609350694,2.269817708,2.895684659,22.71428571,50.42857143,76.71428571,61.28571429,102.8571429,85.71428571,73.33333333
8,T2,1,T21,8T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,35,199,489,920,2100,2920,3560,3800,164,290,431,1180,820,640,240,1.253115473,1.388198276,1.50350203,0.778256886,1.413088415,2.127954102,2.654377604,23.42857143,41.42857143,61.57142857,168.5714286,117.1428571,91.42857143,80
9,T2,1,T21,9T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,37,183,453,887,1300,1920,2760,3020,146,270,434,413,620,840,260,1.407609161,1.491027778,1.493109159,2.223591102,1.868923387,1.621298363,2.450194712,20.85714286,38.57142857,62,59,88.57142857,120,86.66666667
10,T2,1,T21,10T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,35,182,326,858,1500,2240,3160,3360,147,144,532,642,740,920,200,1.398033588,2.795677083,1.218062735,1.430441005,1.56585473,1.480315897,3.185253125,21,20.57142857,76,91.71428571,105.7142857,131.4285714,66.66666667
11,T2,1,T21,11T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,39,236,617,1198,1600,2140,3260,3600,197,381,581,402,540,1120,340,1.043202728,1.056633858,1.115334552,2.284435634,2.145800926,1.215973772,1.873678309,28.14285714,54.42857143,83,57.42857143,77.14285714,160,113.3333333
12,T2,1,T21,12T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,36,181,441,866,1660,2280,2990,3220,145,260,425,794,620,710,230,1.41731681,1.548375,1.524727941,1.156603432,1.868923387,1.91815581,2.769785326,20.71428571,37.14285714,60.71428571,113.4285714,88.57142857,101.4285714,76.66666667
13,T2,1,T21,13T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,31,171,419,819,1400,2120,2630,3140,140,248,400,581,720,510,510,1.467935268,1.623296371,1.620023438,1.580625,1.609350694,2.670373775,1.249118873,20,35.42857143,57.14285714,83,102.8571429,72.85714286,170
